amplitude,angle,fit,mean_level,agency,communion,person_id
0.6111131610265353,82.05573310534545,1.0,4.851233124249772,0.08446181284143264,0.605248294298615,1
1.0275638350576746,275.13941844917065,1.0,3.660086155758366,0.0920486893189973,-1.0234326914424272,2
1.1403636254138183,326.9386421154427,0.9999999999999999,4.307551488232138,0.9557237413296691,-0.6221103828307054,3
1.267387766388128,171.11029218581393,1.0,4.622044218320357,-1.2521634493529539,0.19585312480223568,4
0.32927726955492587,24.842740673513358,0.9999999999999994,7.748674136470689,0.29880737654276124,0.13833897487396607,5
0.21377911666232133,115.57432631258266,0.9999999999999998,5.171468056458105,-0.09228451176037517,0.1928343320315954,6
0.8529345566072289,100.16798152958606,0.9999999999999999,7.155225639096042,-0.1505725604847151,0.8395387197049622,7
0.4293475398167597,113.7433947790613,1.0,6.310245058214237,-0.17287299467953496,0.39300666362955416,8
0.5552359973390406,252.55131803477394,1.0,6.065746807190373,-0.1664883270045595,-0.5296873131502227,9
1.5602114494354038,311.6284055328182,1.0,5.819820752686352,1.0364435776531555,-1.1662094482942809,10
0.5623180574452209,105.4971810901618,0.9999999999999999,3.8995377457330163,-0.1502463048845638,0.5418741972058657,11
0.7782702854024259,178.57698259206472,1.0,6.646445843253502,-0.7780302621644837,0.01932739756507268,12
0.42836022655561923,186.2755963669487,0.9999999999999996,4.379782412389548,-0.42579332233816913,-0.046824463125650785,13
0.6509687243180764,73.3780863283173,0.9999999999999999,3.8329397843959425,0.18621277513437576,0.6237668494053352,14
1.3075349273234869,316.8812526124309,1.0,4.47470589821854,0.9544203030479348,-0.8937166616443517,15
0.4296809392532199,162.6792442725952,0.9999999999999999,5.199906584793581,-0.41019620246665317,0.12792491954058732,16
0.21123541546886998,0.7284649345616409,0.9999999999999992,4.090898368198955,0.21121834274071347,0.002685598289507981,17
1.3226290494156554,210.83979281519245,1.0,3.935519850804475,-1.1356146823081699,-0.6780316332475018,18
0.9244254644313621,183.0130147792552,0.9999999999999999,3.029052114159013,-0.9231475579340063,-0.04859038556772327,19
